,Unnamed: 0,username,content,date,country,replyCount,retweetCount,likeCount,url,sentiment
1366,1366,NaturaBL,@JoeBiden Help please ! https://t.co/BtmVyRZ2oT,2020-11-02 18:03:58+00:00,Mexico,0,0,0,https://twitter.com/NaturaBL/status/1323324988791967746,Pro Biden
1367,1367,NoedineM,"That's because literally...
#TrumpIsPathetic https://t.co/AbVV0bROHX",2020-10-22 23:40:22+00:00,UK,0,0,0,https://twitter.com/NoedineM/status/1319423383059238915,Pro Biden
1368,1368,KourSehaj,@JoeBiden imaging sir love for yours mothers so heart touching words.,2020-12-27 09:15:48+00:00,India,0,0,0,https://twitter.com/KourSehaj/status/1343123403515985923,Pro Biden
1369,1369,Rangaraodesai,"@navodaya1922 @srivatsayb @RahulGandhi ‘Now Obama is also bad, only Biden is good’ ಅಂತ reply ಬರಬಹುದು😃",2020-11-13 12:06:32+00:00,Brazil,1,0,3,https://twitter.com/Rangaraodesai/status/1327221304500625409,Pro Biden
1370,1370,pyk0n1,"congratulations @JoeBiden For having won the 2020 elections, good luck and please help Mexicans to become a first world country, Hugs😸",2020-11-09 08:03:07+00:00,Mexico,0,0,0,https://twitter.com/pyk0n1/status/1325710495521902592,Pro Biden
1371,1371,KoblitzHagen,"@TommyBahamaJr @Jc1112m @RepGosar Check✅
Reported from Austria.
#staytogether #VoteTrumpOut",2020-11-04 18:41:57+00:00,UK,0,0,2,https://twitter.com/KoblitzHagen/status/1324059324948324353,Pro Biden
1372,1372,gagnonfrederick,"#Biden 57%
#Trump 41%

CNN Poll: Biden expands lead over Trump after contentious debate and President's Covid diagnosis https://t.co/QBlj7x4TKz",2020-10-06 11:23:36+00:00,Canada,3,2,12,https://twitter.com/gagnonfrederick/status/1313439764301914123,Pro Biden
1373,1373,lm_90,"@realDonaldTrump Trump national geographic 🤣 TV 🦁
@realDonaldTrump",2020-11-28 04:42:12+00:00,South Korea,0,0,0,https://twitter.com/lm_90/status/1332545304286031873,Pro Trump
1374,1374,cllranderson,"@benfromlondon @anne_clarke @KamalaHarris @JoeBiden Intentions, actions are when implemented, but I take your point. Let’s see what they achieve by way of outcomes in 2024 rather than outputs.",2020-12-29 12:10:47+00:00,UK,1,0,0,https://twitter.com/cllranderson/status/1343892215463084035,Pro Biden
1375,1375,Nancy85172029,"I want to re-write my will to include a clause that allows me to continue to vote after i’m dead, sound good? #Election2020 #ElectionTwitter #CountEveryVote #Trump2020",2020-11-05 18:12:49+00:00,Canada,0,0,0,https://twitter.com/Nancy85172029/status/1324414378897264641,Pro Biden
1376,1376,thedecember1998,"America right now 😂 

BY ORDER OF JOE BIDEN!!!

#peakyblinders #joebiden #donaldtrump #impressions https://t.co/n6eVpSOxWn",2020-11-11 04:43:04+00:00,India,0,0,0,https://twitter.com/thedecember1998/status/1326384926820851714,Pro Biden
1377,1377,Lloydster7m,"@politvidchannel Polls don't vote people do, if you want a change go out and vote #BlueWave2020",2020-10-20 17:40:15+00:00,UK,0,0,1,https://twitter.com/Lloydster7m/status/1318607981194452992,Pro Biden
1378,1378,CheffPepy,Congratulations @JoeBiden #BolsonaroEoProximo https://t.co/pNgfynywSG,2020-11-07 17:57:54+00:00,Brazil,0,0,2,https://twitter.com/CheffPepy/status/1325135403460907013,Pro Biden
1379,1379,oyeekd,Why can’t #trump go to White House? Because it’s now for-bidden ! #USElections,2020-11-07 15:23:53+00:00,India,0,0,0,https://twitter.com/oyeekd/status/1325096641360097281,Pro Biden
1380,1380,Muhamma93397130,"A true and mature statement from mr.president👍
#WashingtonDC #JoeBiden #sportswear #NewYorkCity #taxas #USAElections2020 #USA #maantextilezone https://t.co/RZWUOpt0vg",2020-12-18 18:48:35+00:00,India,0,0,0,https://twitter.com/Muhamma93397130/status/1340006060527120384,Pro Biden
1381,1381,BumbaMukherje15,"#USElections2020 
Namaste &amp; Welcome  #JoeBiden 🙏✌️
Goodbye #realDonaldTrump @realDonaldTrump @narendramodi @PrashantKishor @kunalkamra88 @MamataOfficial @abhishekaitc https://t.co/Od1EnXAsi9",2020-11-05 10:29:23+00:00,China,0,0,0,https://twitter.com/BumbaMukherje15/status/1324297754953150464,Pro Biden
1382,1382,saralsth,@brookiemagar Dems: That'll drive out the hillbillies to vote blue!,2020-11-01 03:21:43+00:00,India,1,0,0,https://twitter.com/saralsth/status/1322740575750156289,Pro Trump
1383,1383,nmcinroy,@oldtrotter @Bob__Hudson Trump said Easter....,2020-12-30 18:37:41+00:00,UK,0,0,0,https://twitter.com/nmcinroy/status/1344351972330262528,Pro Trump
1384,1384,vj_smit,@ImranKhanPTI @JoeBiden @KamalaHarris @GoogleTranslatr... Perfect translation 😂,2020-11-08 16:42:26+00:00,China,0,0,0,https://twitter.com/vj_smit/status/1325478796883996672,Pro Biden
1385,1385,LuisPrimocuyey,"@Miriam_Junne #Hillary sucks, #Biden same. 🤣",2020-11-04 04:29:22+00:00,Mexico,0,0,0,https://twitter.com/LuisPrimocuyey/status/1323844766329565184,Pro Biden
1386,1386,PramodBhusal3,"Hope this democratic  win makes a good profit to me too coz i just filled the #EDV2022 ,@Joebiden sir!  Huge Congratulations in advance!😜

Lottery cooking 😂😋
And I'm keeping faith to the fullest! 🤩😜

#USElection #2020Election #JoeBiden #GoCoronaGo https://t.co/RyHVB86LPX https://t.co/U95UNX6FHF",2020-11-04 12:33:52+00:00,China,0,0,1,https://twitter.com/PramodBhusal3/status/1323966693228470272,Pro Biden
1387,1387,yashinomy,"realy? (^-^;
#PresidentialElection2020 
#PresidentTrump",2020-11-16 05:09:11+00:00,South Korea,0,0,0,https://twitter.com/yashinomy/status/1328203440825139200,Pro Trump
1388,1388,specseducation,"IF #JoeBiden sneaks this by the finest of margins, he’ll probably wonder if it was all worth the effort. What a fucked up country to take on. #USElections #USElections2020 #AmericaDecides2020 #Trump #Biden",2020-11-04 06:24:56+00:00,UK,0,0,4,https://twitter.com/specseducation/status/1323873846965972993,Pro Biden
1389,1389,nmunawar,MAKE IT HAPPEN #ByeTrump #LockHimUp https://t.co/ULt5DVLA2C,2020-11-07 18:49:59+00:00,UK,1,0,5,https://twitter.com/nmunawar/status/1325148508123435008,Pro Biden
1390,1390,EaneJos,@allanldsantos @FIX10 🔥Burn Biden burn 🔥,2020-11-26 01:40:55+00:00,Brazil,0,0,2,https://twitter.com/EaneJos/status/1331774904899919872,Pro Biden
1391,1391,DeclanMorrow,"Shut the fuck up Rudy Giuliani
#RudyGiuliani #USElection #USElection2020 #Trump2020 #Biden2020",2020-11-04 21:47:19+00:00,UK,0,0,4,https://twitter.com/DeclanMorrow/status/1324105974874071041,Pro Biden
1392,1392,Mozz_the_boss80,"@nuordrman @JoeBiden @SenKamalaHarris @KamalaHarris @neworder Enjoy, fantastic news!! Bolsonaro's next!! May God help us!!",2020-11-08 00:12:31+00:00,Brazil,0,0,1,https://twitter.com/Mozz_the_boss80/status/1325229676177072130,Pro Biden
1393,1393,ChangeCommNYC,#CoryBooker can come to my house anytime  #TrumpRacist #Votehimout! #BidenHarris2020,2020-09-01 15:40:29+00:00,Canada,0,0,0,https://twitter.com/ChangeCommNYC/status/1300820832210448385,Pro Biden
1394,1394,MathewsSonya,"The Republicans aren't trying to nominate another supreme court justice before the election.

The election is already happening. Thousands are already voting.

They are trying to nominate a new justice during an election.

Pass it on.

#RuthBaderGinsburg 
#VoteBlue",2020-09-19 21:00:00+00:00,UK,0,0,0,https://twitter.com/MathewsSonya/status/1307424225309995014,Pro Biden
1395,1395,dustinsphoto,@realDonaldTrump And yet you still lost #ByeByeTrump,2020-11-08 11:27:44+00:00,India,0,0,0,https://twitter.com/dustinsphoto/status/1325399600698593280,Pro Biden
1396,1396,AboalaninOxana,"@realDonaldTrump Donald J. Trump, Mr. President,
The American People are ready to protect You and The USA!!!",2020-12-24 20:21:28+00:00,Ukraine,0,0,0,https://twitter.com/AboalaninOxana/status/1342203762421731330,Pro Trump
1397,1397,GiridharMamidi,They are emboldened with @JoeBiden victory and so they will get away with doing anything https://t.co/8qznXcre9l,2020-12-23 04:34:51+00:00,Iran,0,1,4,https://twitter.com/GiridharMamidi/status/1341603150550106113,Pro Biden
1398,1398,anthonypad,"@Kylebratcher35 @TaylorPatten15 @TNTrumpGirl @realDonaldTrump @POTUS 1) if the rockets are in Iran how do we have the photos
2) if the rockets were launched, the ones in the photo seem new.
There is no proof of what he's saying. Remember that Bush started a war with fake proof about weapons of mass destruction. I think Trump wants to do the same",2020-12-24 14:57:43+00:00,Russia,0,0,0,https://twitter.com/anthonypad/status/1342122287886172161,Pro Trump
1399,1399,avsharma77,So...surely it'll soon be #PresidentBidenVPHarris2020 🤞🤞🤞 @brewdog #craftbeer #TrumpIsLosing https://t.co/3pItz680EU,2020-11-06 20:40:27+00:00,UK,0,1,12,https://twitter.com/avsharma77/status/1324813922550112262,Pro Biden
1400,1400,smontifiore,@realDonaldTrump Vote blue,2020-10-10 13:03:03+00:00,Canada,0,0,0,https://twitter.com/smontifiore/status/1314914340810772481,Pro Biden
1401,1401,viggars16,"#execution &amp; #pardon the vile legacy of #Trump Pardons, primary threats and shutdowns— oh my! https://t.co/jnWa3mEd6m via @politico",2020-12-24 06:34:37+00:00,UK,0,0,0,https://twitter.com/viggars16/status/1341995678860500992,Pro Biden
1402,1402,paulhayesman,@KarlBrophy @aoifemcl You said go full trump. Fake news RTE have held this back until I lost to sleepy joe,2020-11-12 17:30:27+00:00,UK,0,0,4,https://twitter.com/paulhayesman/status/1326940432346050561,Pro Trump
1403,1403,itslxdo,Cannot wait for @realDonaldTrump to change his Twitter bio from 45th president of the United States to former president of the United States #USElections #ByeByeTrump,2020-11-06 15:16:06+00:00,UK,0,0,2,https://twitter.com/itslxdo/status/1324732295572586496,Pro Biden
1404,1404,Rokewood,"preparing in my head for my lecture on #Christmas &amp; COVID (&amp; sure—accepting all the historicity questions), I am struck by how the last days of President #Trump resemble the last days of #Herod the Great: the narcissism; the conspiracy paranoia; the denunciations. Watch out Eric! https://t.co/5A3B2uhAlQ",2020-12-07 13:22:11+00:00,UK,2,2,6,https://twitter.com/Rokewood/status/1335937651871002624,Pro Biden
1405,1405,Craigohbryn,"@realDonaldTrump face it dickhead you've lost 

So when you leaving down ?

#ByeByeTrump #JoeBidenKamalaHarris2020 https://t.co/jRVZp27NsE",2020-11-07 22:37:52+00:00,UK,0,0,0,https://twitter.com/Craigohbryn/status/1325205856661737473,Pro Biden
1406,1406,AnshuM92,"Congratulations @JoeBiden  and @KamalaHarris 
#ProudIndian 
#JaiHind 
#jaibharat https://t.co/JT9WdqsqZu",2020-11-08 03:49:18+00:00,China,0,0,1,https://twitter.com/AnshuM92/status/1325284235096150016,Pro Biden
1407,1407,MeaghanMurphyLA,"So excited to welcome America’s soon-to-be First Dog, rescue pup, Major Biden! Fellow rescues Frankie and Sox send woofs of love and support from Mexico! ❤️🇺🇸🐶🇲🇽 https://t.co/zUnL0dTA4D",2020-11-08 20:34:12+00:00,Mexico,0,0,1,https://twitter.com/MeaghanMurphyLA/status/1325537123592757248,Pro Biden
1408,1408,mrg1968,https://t.co/FdfHTJw2JR Great words about #Trump and #dem ... by the great guitarist @Dunnery - someone that #ThinkDifferent,2020-11-16 09:48:36+00:00,Israel,0,0,0,https://twitter.com/mrg1968/status/1328273758268907520,Pro Biden
1409,1409,debr3322,@PGATOUR I hope he never wins after he accepted that sham medal from Trump. @TigerWoods #TheStainOfTrump,2020-12-20 00:04:06+00:00,Brazil,0,0,0,https://twitter.com/debr3322/status/1340447848282935299,Pro Trump
1410,1410,FlorioSusann,You expect job growth in time of Corona?  You’re really ‘sleepy Joe’ https://t.co/QaVq6rkWt2,2020-10-15 20:09:17+00:00,Russia,0,0,0,https://twitter.com/FlorioSusann/status/1316833545097228293,Pro Trump
1411,1411,MongThanh6,@TeamTrump TT Donald Trump so great,2020-11-15 12:34:06+00:00,India,0,0,0,https://twitter.com/MongThanh6/status/1327953018277412864,Pro Trump
1412,1412,jaijaisri_RADHE,"GOD BLESS Donald trump. Trump did for Tibet(and India too), which even Modiji cud not do. we need to Recognise TIBET to safeguard our  Border, and sovereignity of INDIA. https://t.co/JETCX18Hes",2020-11-19 12:43:24+00:00,India,0,0,0,https://twitter.com/jaijaisri_RADHE/status/1329404910400458753,Pro Trump
1413,1413,MrsLarsson,"I feel physically sick at the thought of four more years of @realDonaldTrump. 
#BidenHarrisToSaveAmerica #TrumpIsPathetic",2020-11-02 19:37:20+00:00,UK,2,0,2,https://twitter.com/MrsLarsson/status/1323348488533516289,Pro Biden
1414,1414,maraJunot,"@GaryCoby Oh @realDonaldTrump told us what he thinks, alright. (He's too dense to be subtle.) 🤡 He let America hear the truth loud and clear. 

https://t.co/krJjQdS6S0 
#Debates2020 #MAGA #Deplorables #BlueWave2020",2020-09-30 14:04:43+00:00,UK,0,0,0,https://twitter.com/maraJunot/status/1311305980806746112,Pro Trump
1415,1415,CarolynTGray,"Stop the world, I want to get off - what on earth is going on? #DowningStreet #Trump2020 #KingofEngland",2020-11-12 00:20:36+00:00,UK,0,0,4,https://twitter.com/CarolynTGray/status/1326681265811099648,Pro Biden
1416,1416,scottdancefilms,"Yo, where these white women at?? #BidenHarris2020 #TrumpIsLosing https://t.co/Uet8dPa1yk",2020-11-07 18:25:18+00:00,UK,1,0,1,https://twitter.com/scottdancefilms/status/1325142299488247808,Pro Biden
1417,1417,RingoBesos,"@mtsavageindian @ASavageNation About time we see some progress!  My old man was conservative, voted republican, Up til trump, it pushed him to vote Biden and identify independent.  Trump / current roster of republicans and their policies / agendas definitely pushed me left too.",2020-12-09 23:58:39+00:00,Brazil,0,0,0,https://twitter.com/RingoBesos/status/1336822598487977984,Pro Trump
1418,1418,Rmh28632925,@JoeBiden Hope you will win easily,2020-11-06 03:53:10+00:00,China,0,0,1,https://twitter.com/Rmh28632925/status/1324560429541044224,Pro Biden
1419,1419,JogeshKSharma,"Now it's time to unfollow @realDonaldTrump and follow @JoeBiden on Twitter.

#USElections #USPresident",2020-11-08 02:07:18+00:00,India,1,0,0,https://twitter.com/JogeshKSharma/status/1325258562608660481,Pro Biden
1420,1420,CHICHAROCKER,"Mr. @JoeBiden, please congratulate @lopezobrador_ on his birthday, it's today. #felizcumpleanosAMLO #HappyBirthdayAMLO",2020-11-13 14:01:45+00:00,Mexico,0,0,0,https://twitter.com/CHICHAROCKER/status/1327250300302929923,Pro Biden
1421,1421,Rojbanian,"@CNN Why the rush? I know beating trump is a huge achievement, but still, more action is needed.",2020-12-11 04:52:34+00:00,South Korea,0,0,0,https://twitter.com/Rojbanian/status/1337258953487466498,Pro Biden
1422,1422,loongabthakid,President Trump just have to accept defeat and congratulate joe Biden,2020-11-06 22:02:41+00:00,Russia,1,0,1,https://twitter.com/loongabthakid/status/1324834618344951808,Pro Biden
1423,1423,AnselmoTorre,@24mariogomezgm1 Donald Trump President 2020,2020-10-30 10:32:20+00:00,Brazil,0,0,0,https://twitter.com/AnselmoTorre/status/1322124167748210689,Pro Trump
1424,1424,HSHPatrick,"This is the worst person to occupy the @WhiteHouse without a doubt @realDonaldTrump #BidenWon #DonaldTrump time to concede, show some leadership! https://t.co/aDifHbJRze",2020-11-27 06:54:10+00:00,UK,0,0,0,https://twitter.com/HSHPatrick/status/1332216125766111232,Pro Biden
1425,1425,AndrewYee2,A reminder that we all knew Trump was a wrongun because he didn't like dogs. Think he was first US President in century to not have a dog. I reckon it's because dogs are a good judge of character - so would probably keep shitting in his shoes #deleteTrump #ByeByeTrump,2020-11-07 23:03:53+00:00,UK,0,0,1,https://twitter.com/AndrewYee2/status/1325212407011004417,Pro Biden
1426,1426,wildedemar,"Congratulations, @JoeBiden! Your admirers of Brazil and in particular, I, wish you success in your important mission. Congratulations @KamalaHarris! May God lead you on your mission.",2020-11-08 10:31:15+00:00,Brazil,1,0,0,https://twitter.com/wildedemar/status/1325385386919661568,Pro Biden
1427,1427,mourareginaldo,@IzabelleFores @MarcoFe04024669 Go Trump go!,2020-12-12 21:39:12+00:00,Brazil,0,0,3,https://twitter.com/mourareginaldo/status/1337874669425324033,Pro Trump
1428,1428,prathajagtap,"Biden didn't defeat trump... #Trump defeated Trump. It wasn't a vote for #Biden, but a vote against Trump.
#USElections #USAelection2020",2020-11-07 17:25:06+00:00,UK,0,0,1,https://twitter.com/prathajagtap/status/1325127147468460034,Pro Biden
1429,1429,QuinnMtl,PUSH UP COMPETITION OR GTFO @realDonaldTrump @JoeBiden #Biden #BidenVsTrump #TrumpVsBiden2020 #trump #debate #debate,2020-09-30 01:26:00+00:00,Canada,0,0,0,https://twitter.com/QuinnMtl/status/1311115042176331783,Pro Biden
1430,1430,dereklevendusky,“I believe in science” is not a trump card to refute faith in God. Real faith doesn’t ask you to check your brains at the door. Science explains God’s universe. Math is the language of God. There’s room on the bus for everyone!,2020-12-23 13:54:47+00:00,Canada,1,4,35,https://twitter.com/dereklevendusky/status/1341744061942775810,Pro Trump
1431,1431,inthebag_golf,@Trump_Detester Definitely the 2nd. He willfully exposed 2 Secret Service Agents to the virus to satisfy his fragile ego. E virus home to their families. This was totally irresponsible. #VoteHimOut,2020-10-04 23:40:57+00:00,Canada,1,0,2,https://twitter.com/inthebag_golf/status/1312900547800961025,Pro Biden
1432,1432,Santosh28052003,"#deleteTrump #DonaldTrump #YOUREFIRED #ByeByeTrump #Election2020results #bidenharis2020 #Election2020 #CongratulationsJoeBiden #CongratulationsAmerica #POTUS46 

Congratulations @JoeBiden and bye bye @realDonaldTrump 
Let America become 👍 great 
White house is waiting...... https://t.co/BrlwqMELb1",2020-11-07 18:41:32+00:00,India,0,1,1,https://twitter.com/Santosh28052003/status/1325146383087661060,Pro Biden
1433,1433,aguirrenacho8,@JoeBiden Hi war,2020-11-11 09:37:46+00:00,Brazil,0,1,1,https://twitter.com/aguirrenacho8/status/1326459091380801537,Pro Biden
1434,1434,shigeshiba,No amnesty for Trump! Never !,2020-11-25 03:28:27+00:00,South Korea,0,0,0,https://twitter.com/shigeshiba/status/1331439581078589441,Pro Trump
1435,1435,MaheshSin,"Heartily congratulations 🌷🌷 for the victory✌✌ @JoeBiden  as President of US.
Hope you make good 💪💪 relationship with Indo-US and done development day to day both countries.",2020-11-08 07:16:42+00:00,China,0,0,0,https://twitter.com/MaheshSin/status/1325336426146275330,Pro Biden
1436,1436,SpikedU235,"@JoeBiden It's not over, help @staceyabrams with senate runoffs. You must flip the senate.",2020-11-07 21:35:43+00:00,South Korea,0,0,2,https://twitter.com/SpikedU235/status/1325190219092553728,Pro Biden
1437,1437,catlady_cez,"Do we think @RudyGiuliani is wondering how the fuck his career has gone from being ""the man who saved New York City"" to being ""trumps mouthpiece in a garden centre in philly"" 🤭🤣 #TrumpTantrum #ByeByeTrump #TrumpOut #fourseasonslandscaping",2020-11-08 10:16:16+00:00,UK,1,0,12,https://twitter.com/catlady_cez/status/1325381617205047297,Pro Biden
1438,1438,NYCSimmons,@FLOTUS @The_BMC BE GONE! 🔌 #YoureFiredTrump,2020-11-07 19:07:37+00:00,UK,0,0,1,https://twitter.com/NYCSimmons/status/1325152948838690816,Pro Biden
1439,1439,gildasio_jr,@renatamellos @JoeBiden @KamalaHarris @realDonaldTrump you are fired,2020-11-10 02:18:49+00:00,Brazil,0,0,0,https://twitter.com/gildasio_jr/status/1325986239695233024,Pro Trump
1440,1440,pensadorluz,silent or embarrassing vote could favor Donald Trump,2020-11-03 15:06:44+00:00,Brazil,0,0,0,https://twitter.com/pensadorluz/status/1323642777830363136,Pro Trump
1441,1441,pyadav223,"Everything is temporary in this world except #Biden-264 

#USElections2020",2020-11-05 16:21:04+00:00,India,0,0,1,https://twitter.com/pyadav223/status/1324386259536523265,Pro Biden
1442,1442,seifleih,"I think, after watching #Trump’s announcement of rejecting the #stimuluspackage, he will use the #aliens he is in contact with to stay in office. 

https://t.co/fPhBtrSUMw",2020-12-23 09:25:50+00:00,Ukraine,0,0,0,https://twitter.com/seifleih/status/1341676376764669952,Pro Biden
1443,1443,ConorOSullivan,@KMCRadio @realDonaldTrump Land doesn’t vote - people do #USElections https://t.co/UPVEhGQMrk,2020-12-22 00:49:27+00:00,UK,0,0,0,https://twitter.com/ConorOSullivan/status/1341184037403189249,Pro Trump
1444,1444,zakrjj,@yousibis @ExtaisBack Excuse nous donald trump,2020-12-29 21:06:11+00:00,UK,1,0,1,https://twitter.com/zakrjj/status/1344026953641324546,Pro Trump
1445,1445,Suzana18726916,@realDonaldTrump Go TRUMP,2020-12-06 01:03:21+00:00,Brazil,0,0,0,https://twitter.com/Suzana18726916/status/1335389331356323840,Pro Trump
1446,1446,krasniqiorion,@nekiiiii98 Biden and Harris Lake,2020-11-07 16:47:46+00:00,Russia,0,0,0,https://twitter.com/krasniqiorion/status/1325117752953155584,Pro Trump
1447,1447,ila_rani,@JoeBiden SoBIt:UniteHealReBuild:Forgive?!? @JeffBezos FaceOfUS @amazon_kindle11 RPublishingFakeComicallyUnPlausible'Tandoorie'Murder'News'AgainstBrownKeshav:CussidnessBAdresdBy @USSupremeCourt1 @UKSupremeCourt BobdeCrA693-'07 @SupremeCourtFan BInstrctd2issueHabeas4misNKaurDeemdAlive @gijn,2020-12-27 23:09:33+00:00,India,0,0,0,https://twitter.com/ila_rani/status/1343333223263170561,Pro Biden
1448,1448,NisarAh38028719,"Very good advice from Mr .Donald trump.
https://t.co/eUIcNu1uPl",2020-11-19 10:11:01+00:00,India,0,0,0,https://twitter.com/NisarAh38028719/status/1329366562801811456,Pro Biden
1449,1449,TejasBorghare77,#BREAKING Trump says will go to Supreme Court to dispute election count #Trump2020 #Trump https://t.co/zcA2zbNDAr,2020-11-04 07:39:55+00:00,India,0,0,0,https://twitter.com/TejasBorghare77/status/1323892719815548928,Pro Trump
1450,1450,alanconnolly83,Hay Kayleigh @PressSec ..u are very quiet today ......... #PresidentElectJoe #PresidentBiden2020 #ByeByeTrump  #byebyeKayleigh,2020-11-07 22:29:09+00:00,UK,0,0,0,https://twitter.com/alanconnolly83/status/1325203664705892352,Pro Biden
1451,1451,AadilGorwal,@KamalaHarris @JoeBiden Congratulations,2020-12-18 02:19:14+00:00,India,0,0,0,https://twitter.com/AadilGorwal/status/1339757081738371073,Pro Biden
1452,1452,BrumJC,I think we can all agree that broadcasting a litany of demonstrable lies live on international TV networks is definitely the strangest way of preparing the ground for future litigation.  He’s defeating his own argument with every line. #TrumpMeltdown #USElection2020 #MAGA,2020-11-05 23:56:46+00:00,UK,1,1,7,https://twitter.com/BrumJC/status/1324500939001237506,Pro Trump
1453,1453,WingYee18431945,"@POTUS 

Santa lives in here, Sweeper

Thank you very much, President Trump.",2020-12-20 06:32:19+00:00,South Korea,0,0,0,https://twitter.com/WingYee18431945/status/1340545548424675330,Pro Trump
1454,1454,musadiq_says,"Joe Biden on the way to become the highest vote taker in the history of United States surpassing Obama’s 2008 69,498,516 votes

#WashingtonDC 
#JoeBiden #DonaldTrump  #USPresidentialElection2020 #LiveUpdates

@TheDemocrats @DNC @SenateDems",2020-11-04 18:28:13+00:00,India,0,1,0,https://twitter.com/musadiq_says/status/1324055870347595776,Pro Biden
1455,1455,S1969Klingberg,@realDonaldTrump @MarkSteynOnline @TuckerCarlson This is your doing Donald. What you see is an anti-Trump movement rather than a pro-Biden effect. Your idiotic behaviour casued that.,2020-12-30 13:02:52+00:00,UK,0,0,0,https://twitter.com/S1969Klingberg/status/1344267710117638144,Pro Trump
1456,1456,Homero83021543,GO TRUMP GO. https://t.co/sOp4kLequD,2020-12-07 01:14:02+00:00,Brazil,0,0,0,https://twitter.com/Homero83021543/status/1335754407330377731,Pro Biden
1457,1457,maheshu483,@paranjoygt His candidate #Trump lost as he campaigned for him #AbkiBaarTrumpSarkar ☺️☺️☺️ So he is unable to digest that he failed in #US☺️,2020-11-09 11:23:27+00:00,India,0,1,2,https://twitter.com/maheshu483/status/1325760912095993860,Pro Biden
1458,1458,MarcosS05009020,@LaraLeaTrump This is wanderful!! How to say that Biden won?? Will be the great lie of century...,2020-11-15 16:26:54+00:00,Brazil,0,0,0,https://twitter.com/MarcosS05009020/status/1328011603581816834,Pro Biden
1459,1459,JustinCenac,Don’t tempt me with a good time! #Nov3 #DumpTrump #OtherOptions @ İGA İstanbul Airport https://t.co/iAqGLYAIlX,2020-10-05 14:14:49+00:00,Russia,0,0,0,https://twitter.com/JustinCenac/status/1313120462478639106,Pro Biden
1460,1460,GhulamZenat,Donald Trump must remove blockade economic on Iran and gat the reputation him self,2020-11-27 17:23:05+00:00,Iran,0,0,0,https://twitter.com/GhulamZenat/status/1332374397643075585,Pro Trump
1461,1461,Alisa_Devika,Happy Halloween! This year I’m the scariest thing I can think of...an educated Trump supporter!  #DumpTrump #8645110320 #VoteBlueToEndTheNightmare #BidenHarris2020 https://t.co/rRKTqujhJp,2020-10-31 13:07:42+00:00,Canada,1,0,1,https://twitter.com/Alisa_Devika/status/1322525655007977472,Pro Biden
1462,1462,nuransaloglu,"I love how our Chinese teacher uses Trump to give examples while explaining new words or phrases. “He’s the smartest person on earth, there’s no one smarter than Trump.”",2020-12-16 00:20:47+00:00,South Korea,0,0,0,https://twitter.com/nuransaloglu/status/1339002497520738304,Pro Biden
1463,1463,DilipDa60259821,"PM @narendramodi ji speaks to US President-elect @JoeBiden Joe Biden, congratulates him for his win
https://t.co/HyMuwVZaQc

via NaMo App https://t.co/fU87evB46C",2020-11-18 08:54:03+00:00,South Korea,0,0,1,https://twitter.com/DilipDa60259821/status/1328984805237694467,Pro Biden
1464,1464,CoolSky_,... And Trump is pure American. https://t.co/AvqxMHhrsK,2020-12-13 17:34:35+00:00,China,0,0,0,https://twitter.com/CoolSky_/status/1338175499756068868,Pro Biden
1465,1465,eddiecaine,"july, 1989
fantastic four #328
even Hydro-Man knew this dude was a joke decades ago
#VoteHimOut #VoteResponsibly #ElectionDay #Election2020 #Marvel #marvelcomics https://t.co/kUmFe6UJJR",2020-11-03 13:30:44+00:00,South Korea,0,0,0,https://twitter.com/eddiecaine/status/1323618616974077952,Pro Biden
1466,1466,ribpim,"The world artistic class is a bad joke!  It is shameful the support that Joe Biden receives from these hypocrites!

#MAGA2020 #MAGA #TRUMP2020ToSaveAmerica",2020-11-03 03:49:06+00:00,Brazil,0,0,0,https://twitter.com/ribpim/status/1323472243385634817,Pro Trump
1467,1467,DrdrjawaharL,"@JoeBiden Absolutely correct sir!The USA,the mightiest pillar of democracy,witnessed the fiercest battle for the White House betw the all-inclusive front&amp;the self-interested grp in whi the wisest&amp; wittiest,peace&amp;prosperity,equalty&amp;democracy,truth&amp;toleranceLikg citizens voted theLatter out.",2020-12-17 17:06:00+00:00,India,0,0,0,https://twitter.com/DrdrjawaharL/status/1339617857496236032,Pro Biden
1468,1468,priscilakfc95,"@bart_johnson Coach, who do you think will win the US presidential election? Joe Biden or Donald Trump? 🗳🇺🇸",2020-09-30 01:24:26+00:00,Brazil,0,0,1,https://twitter.com/priscilakfc95/status/1311114649564262400,Pro Trump
1469,1469,AngieAllenX,#PresidentTrump is a wrecking ball! Fast tracked 6 executions on USA death row before he steps down from the Presidency. Blood on his hands!!,2020-12-11 19:49:13+00:00,UK,0,0,0,https://twitter.com/AngieAllenX/status/1337484603817385989,Pro Trump
1470,1470,edipgenc,"@JoeBiden Mr. Joe Biden, congratulations from Turkey. We finally got rid of the crazy liar Trump. I wish you success.",2020-11-07 17:04:03+00:00,Russia,0,0,0,https://twitter.com/edipgenc/status/1325121851782094848,Pro Biden
1471,1471,israel_tena,"@ArturoVeracruz4 @FelipeCalderon @AndersFoghR @JoeBiden @nick_clegg Ejem, cof! Cof! https://t.co/V6ZewBxB8O",2020-12-02 18:16:22+00:00,Mexico,3,0,30,https://twitter.com/israel_tena/status/1334199747578617856,Pro Biden
